playerName,playerId,teamAbbr,salarySuperCoach,positionSuperCoach,valuePosition,ownershipSuperCoach,pricedAt,age,playerIdVoid,gms,subCount,kicks,handballs,marks,tackles,hitouts,ruckContestPercentage,goals,centreBounceAttendancePercentage,kickins,playOnPercentage,timeOnGroundPercentage,FP,consistency,FPadj,FPfirst,FPsecond,FPreg,FPfin,maxFP,minFP,pointsPerMinute,gm100,gm120,gmSub90,cbaPre,kiPre,poPre,togPre,fpPre,ppmPre,changeOwn,dollarsPerPoint,rankSalary,rankReg,rankAdj,rankFirst,rankSecond
Anthony Scott,CD_I992048,WBD,138500,FWD/MID,FWD,0.6,25.7,29,CD_I992048,2,,3.5,1.5,3,0.5,0,0,0,0,0,,29,28.5,0.86,53,4,53,28.5,,53,4,0.78,0,0,2,,,,,,,0,4860,216,211,157,208,122
Corey Warner,CD_I1018424,SYD,148700,FWD,FWD,0.7,27.6,21,CD_I1018424,6,4,3.8,4.3,1,0.8,0,0,0.2,0,0,,48,30.7,0.796,53,31.5,30.3,30.7,,61,0,0.52,0,0,6,0,0,,79,60,0.66,0,4844,211,209,157,192,194
Darcy Gardiner,CD_I296269,BRL,241100,FWD,FWD,0.1,44.7,29,CD_I296269,7,,5.1,3,2.6,1.9,0,0,0.4,0,0,,65,49.7,0.173,53,49.7,,49.7,,63,40,0.61,0,0,7,0,0,,76,23,0.26,0,4851,160,148,157,140,
Andy Moniz-Wakefield,CD_I1013165,MEL,260300,DEF,DEF,0.1,48.3,21,CD_I1013165,6,,7.2,5.5,2.3,3.3,0,0,0,0,3,100,72,53.7,0.094,53.7,,53.7,53.7,,60,46,0.6,0,0,6,,,,,,,0,4847,154,147,158,,134
Kane McAuliffe,CD_I1019916,RIC,244300,MID,MID,0.2,45.3,19,CD_I1019916,9,3,4,7.4,0.9,2.8,0,0,0,40,0,,52,45.3,0.469,58.2,55.8,32.3,45.3,,75,11,0.69,0,0,9,,,,,,,0,5393,167,168,158,137,177
Buku Khamis,CD_I998782,WBD,271600,DEF,DEF,0.3,50.4,24,CD_I998782,17,1,6.3,3.5,4.6,1.1,0.1,1,0.1,1,1,100,86,50.4,0.346,53.5,58.4,43.3,50.4,,82,1,0.47,0,0,17,0,1,100,96,59,0.5,0,5389,147,158,159,127,163
Liam Stocker,CD_I1008312,STK,283600,DEF,DEF,0.2,52.6,25,CD_I1008312,16,,6.8,5.3,4.2,2.3,0,0,0,16,1,100,76,52.6,0.219,52.6,51.1,55.2,52.6,,72,26,0.57,0,0,16,0,0,,79,56,0.59,0,5392,141,150,160,144,127
Sam Docherty,CD_I295518,CAR,487900,MID,MID,1.3,90.5,31,CD_I295518,2,,10.5,2.5,4,1.5,0,0,0.5,5,0,,55,41.5,0.398,58,25,,25,58,58,25,0.59,0,0,2,43,0,,72,97,1.1,0,19516,45,186,160,169,
Josh Sinn,CD_I1017078,PTA,229500,DEF,DEF,5.4,42.6,22,CD_I1017078,6,,9.5,3,3.5,1.3,0,0,0.2,0,2,100,69,52.5,0.121,52.5,49.5,57,53.3,51,65,46,0.61,0,0,6,,,,,,,-0.2,4306,169,149,161,148,122
Kallan Dawson,CD_I1012144,NTH,282600,DEF,DEF,0.1,52.4,26,CD_I1012144,11,,5.6,4.5,3.4,1.1,0,0,0.1,0,2,100,82,52.5,0.283,52.5,54.3,51.4,52.5,,76,29,0.51,0,0,11,0,0,,82,45,0.46,0.1,5383,142,151,161,139,141
Changkuoth Jiath,CD_I998390,HAW,310600,MID,MID,0.5,57.6,25,CD_I998390,11,,6.9,5,3,2,0,0,0.3,0,0,,74,57.6,0.281,57.6,41,63.9,57.6,,93,34,0.63,0,0,10,,,,,,,0,5392,140,144,161,161,123
Michael Frederick,CD_I999321,FRE,271600,FWD,FWD,0.3,50.4,24,CD_I999321,20,,6.3,3.3,3.5,1.5,0,0,1.2,0,0,,67,50.4,0.37,52.5,49.3,51.3,50.4,,86,10,0.61,0,0,20,,,,,,,0,5389,142,144,161,141,131
Callum M. Brown,CD_I1014038,GWS,264900,FWD,FWD,0.1,49.1,24,CD_I1014038,13,1,4.5,3.2,2.7,1.7,0.2,1,1.3,1,0,,77,49.2,0.651,52.3,60.3,31.4,49.2,,103,3,0.51,1,0,12,0,0,,85,86,0.82,0,5384,148,151,162,85,190
Jai Serong,CD_I1017091,HAW,185400,DEF,DEF,0.7,34.4,22,CD_I1017091,5,,3.8,4.6,2.2,2.6,0,0,0,0,0,,71,45,0.378,52.3,43,,43,53,67,16,0.51,0,0,5,,,,,,,0,4312,176,176,163,155,
Harry Sharp,CD_I1007099,MEL,189100,MID,MID,0.8,35.1,22,CD_I1007099,6,3,7.5,2.8,3,1.7,0,0,0.3,0,0,,56,39,0.711,57,43.8,29.5,39,,79,0,0.55,0,0,6,0,0,,42,25,0.52,0,4849,185,179,163,156,180
Xavier O'Halloran,CD_I1006135,GWS,281500,FWD/MID,FWD,0.5,52.2,24,CD_I1006135,19,3,6.8,4.4,2.2,2.7,0,0,0.4,11,0,,69,51.7,0.386,52.2,52.7,51.8,52.2,47,108,25,0.59,1,0,18,18,0,,83,103,1,0,5393,132,134,163,119,129
James O'Donnell,CD_I1032966,WBD,278500,DEF,DEF,0.2,51.7,22,CD_I1032966,14,,8.2,3,4.4,1,0,0,0.1,0,0,,87,52.1,0.38,52.1,49.6,54.2,51.7,58,79,10,0.48,0,0,14,,,,,,,0,5387,144,154,164,147,131
Josh Ward,CD_I1017110,HAW,284500,MID,MID,0.3,52.8,21,CD_I1017110,12,,8,6.9,4.1,2.3,0,0,0.1,24,0,,74,56.5,0.381,56.5,52.3,53.5,52.8,75,100,16,0.61,1,0,11,23,0,,73,38,0.42,0,5388,149,153,164,146,144
Nik Cox,CD_I1015827,ESS,268100,MID,MID,0.4,49.7,23,CD_I1015827,20,1,6.4,5.7,3.5,2.5,0.6,2,0.4,0,0,,72,49.8,0.387,56.5,53.3,45.4,49.8,,83,8,0.56,0,0,20,0,0,,86,65,0.63,0,5384,158,161,164,142,163
Luke Breust,CD_I280744,HAW,220300,FWD,FWD,0.5,40.9,34,CD_I280744,19,12,4.7,2.8,2.1,1.3,0,0,1.1,0,0,,47,39,0.544,52.1,32.6,46.7,40.9,23,93,5,0.67,0,0,18,0,0,,66,63,0.77,0,5386,176,181,164,189,150
Joshua Draper,CD_I1020668,FRE,267500,DEF,DEF,1.1,49.6,21,CD_I1020668,20,,5.2,4.8,4,0.9,0,0,0,0,0,,82,49.7,0.509,51.7,41.7,59.3,49.7,,111,10,0.49,1,0,19,0,0,,15,4,0.23,0.1,5382,150,159,165,159,120
Nate Caddy,CD_I1027899,ESS,279700,FWD,FWD,2.1,51.9,19,CD_I1027899,10,,7.2,3.7,4,1.4,0,0,0.9,0,0,,77,51.9,0.351,51.9,51,52,51.9,,93,26,0.54,0,0,9,,,,,,,0.1,5389,135,137,165,135,128
Harvey Harrison,CD_I1015332,COL,251000,FWD,FWD,0.1,46.6,21,CD_I1015332,12,2,4,5,1.6,2.3,0,0,0.9,0,0,,66,46.6,0.57,51.9,52.7,40.5,46.6,,99,5,0.56,0,0,11,0,0,,35,13,0.32,0,5386,156,161,165,119,167
Billy Frampton,CD_I991773,COL,276000,DEF,DEF,0.3,51.2,28,CD_I991773,18,,5.9,2.9,3.3,1.2,0.8,4,0.1,3,0,,93,51.2,0.412,51.2,59.5,40.9,51.2,,86,22,0.44,0,0,18,11,0,,83,60,0.62,0,5391,145,156,166,124,167
Ryan Angwin,CD_I1015777,GWS,242500,MID,MID,0.1,45,22,CD_I1015777,4,,6,6.5,2.3,4,0,0,0.3,0,0,,81,56.3,0.485,56.3,98,42.3,56.3,,98,25,0.56,0,0,3,0,0,,37,27,0.59,0,4307,168,147,166,35,170
Darragh Joyce,CD_I1003520,BRL,247300,DEF,DEF,0.1,45.9,27,CD_I1003520,6,,9.2,2.7,5,0.3,0,0,0,0,0,,94,51,0.248,51,,51,51,,70,28,0.43,0,0,6,,,,,,,0,4849,163,157,167,,143
Harrison Petty,CD_I1008893,MEL,279100,FWD,FWD,0.1,51.8,25,CD_I1008893,20,,5.3,3.6,4.8,2.9,2.1,8,0.5,8,1,0,80,51.8,0.493,51.8,40.4,63.2,51.8,,109,5,0.52,1,0,19,,,,,,,0,5388,136,138,167,166,69
Luke Cleary,CD_I1015929,WBD,171600,DEF,DEF,0.2,31.8,22,CD_I1015929,2,1,7,4,4.5,0.5,0,0,0,0,1,100,65,45.5,0.099,50,45.5,,45.5,,50,41,0.55,0,0,2,,,,,,,0,3771,182,172,168,152,
Jacob Wehr,CD_I1004530,GWS,298300,MID,MID,0.1,55.3,26,CD_I1004530,11,,8.5,5.4,3.5,1.9,0,0,0,0,0,,82,55.4,0.149,55.4,55.2,57,55.4,,70,46,0.53,0,0,11,0,0,,89,55,0.5,0,5384,144,148,168,138,139
Jack Carroll,CD_I1013233,STK,224500,FWD/MID,FWD,0.7,41.7,22,CD_I1013233,15,7,5.5,4.5,2.3,1.5,0,0,0.3,22,0,,51,41.7,0.507,51.4,39.6,45.8,41.7,,74,6,0.64,0,0,15,,,,,,,-0.1,5384,173,178,168,170,154
Aaron Francis,CD_I990816,SYD,213800,DEF,DEF,0.2,39.7,27,CD_I990816,5,,7,4.2,5.4,1,0,0,0,0,0,,86,49.6,0.247,49.6,52,46,49.6,,63,33,0.47,0,0,5,,,,,,,0,4310,172,160,169,142,159
Dylan Stephens,CD_I1004848,NTH,258600,MID,MID,0.1,48,24,CD_I1004848,16,2,8.4,4.4,2.7,1.4,0,0,0,0,1,100,71,48,0.421,54.8,49.1,47.1,48,,79,15,0.53,0,0,16,0,0,,82,63,0.64,0,5388,159,162,169,149,158
Dom Sheed,CD_I296296,WCE,238400,MID,MID,0.3,44.2,29,CD_I296296,8,2,6.3,5.9,1.6,2.9,0,0,0,32,0,,64,44.3,0.7,54.8,44.1,45,44.3,,100,4,0.56,1,0,7,,,,,,,0,5381,170,171,169,155,165
Aaron Cadman,CD_I1019038,GWS,257100,FWD,FWD,0.6,47.7,20,CD_I1019038,23,,4.9,2.6,2.3,2.9,0.9,6,1.3,4,0,,68,49.5,0.441,50.7,51.9,43.1,47.7,68.5,90,3,0.57,0,0,22,14,0,,86,43,0.4,-0.1,5390,155,158,169,127,161
Rory Atkins,CD_I294472,PTA,233700,DEF,DEF,0.5,43.4,30,CD_I294472,3,1,7.7,4.7,3,0.3,0,0,0,0,8,100,62,38,0.578,49,38,,38,,68,16,0.48,0,0,3,,,,,,,0,6150,167,184,170,163,
Jacob Koschitzke,CD_I1006030,RIC,272500,FWD,FWD,0.1,50.6,24,CD_I1006030,14,,4.6,4.5,3.2,1.2,4.2,12,0.9,9,0,,83,50.6,0.398,50.6,41,53.2,50.6,,87,20,0.5,0,0,14,0,0,,87,21,0.21,0,5385,141,142,170,165,121
Alex Cincotta,CD_I1016268,CAR,263700,DEF,DEF,0.4,48.9,28,CD_I1016268,16,1,4.4,5.5,1.6,2.8,0,0,0.5,2,0,,86,48.9,0.336,48.9,46.2,50.2,48.9,,79,24,0.45,0,0,16,0,0,,81,39,0.39,0,5393,152,162,171,150,148
Sam Banks,CD_I1013197,RIC,252500,MID,MID,0.2,46.8,21,CD_I1013197,15,3,7.4,4.6,2.3,1.5,0,0,0.1,0,1,100,62,46.9,0.486,54.1,36.5,53.8,46.9,,99,12,0.61,0,0,14,,,,,,,0,5384,163,164,171,166,143
Seth Campbell,CD_I1023275,RIC,270700,FWD,FWD,0.2,50.2,20,CD_I1023275,21,,7.2,4.1,2.9,2.1,0,0,0.5,0,0,,80,50.2,0.393,50.2,51.8,48.5,50.2,,80,12,0.51,0,0,21,0,0,,77,20,0.22,0,5392,143,145,171,129,141
Dylan Williams,CD_I1009195,PTA,183600,DEF,DEF,0.3,34.1,23,CD_I1009195,5,1,8.2,1.8,3.8,0.4,0,0,0,0,11,100,65,42.6,0.33,48.8,37,51,42.6,,58,18,0.54,0,0,5,0,0,,24,12,0.43,-0.1,4310,178,178,172,165,143
Sam Frost,CD_I293738,HAW,262600,DEF,DEF,1.1,48.7,31,CD_I293738,24,,5.2,4,3.3,1.6,0.1,0,0,0,0,,97,48.8,0.343,48.8,56.7,40.1,48.7,49,85,19,0.41,0,0,24,0,0,,87,54,0.5,0,5392,153,163,172,135,168
Lachlan Sullivan,CD_I998480,COL,283400,MID,MID,0.1,52.6,27,CD_I998480,10,3,4.9,8,1.6,2.5,0,0,0.2,22,0,,59,52.6,0.415,53.9,70,35.2,52.6,,88,20,0.71,0,0,10,,,,,,,0,5388,151,155,172,103,175
Quinton Narkle,CD_I999824,FRE,144900,FWD,FWD,0.9,26.9,27,CD_I999824,13,8,5.7,1.5,3.2,1.1,0,0,0.3,0,0,,48,28.8,0.651,50,,26.9,26.9,35.3,54,4,0.49,0,0,13,,,,,,,0,5387,214,216,172,,198
Harry Schoenberg,CD_I1008543,ADE,201500,FWD,FWD,0.1,37.4,24,CD_I1008543,4,,4.3,6.5,2.3,1.3,0,0,0.8,4,0,,67,46.8,0.292,49.7,53,40.5,46.8,,70,36,0.57,0,0,4,,,,,,,0,4306,186,159,173,116,167
Jackson Archer,CD_I1020968,NTH,247900,DEF,DEF,1.3,46,22,CD_I1020968,15,,5.5,4.4,3.3,2.5,0,0,0,0,0,,78,46,0.538,48.4,29.3,50.2,46,,87,9,0.47,0,0,15,,,,,,,0,5389,162,169,174,171,148
Brayden Cook,CD_I1018335,ADE,265500,FWD,FWD,0,49.3,22,CD_I1018335,15,1,5.5,3.7,2.2,1.5,0,0,0.8,0,0,,71,49.3,0.428,49.3,56.9,37.8,49.3,,104,23,0.55,1,0,14,,,,,,,0,5385,147,150,174,100,178
Daniel Curtin,CD_I1024023,ADE,158600,FWD,FWD,17.8,29.4,19,CD_I1024023,7,2,4.1,3.6,2.3,1,0,0,0.4,14,0,,46,32.7,0.613,49.3,26,35.4,32.7,,58,4,0.56,0,0,7,,,,,,,0,4850,203,206,174,195,183
Tylar Young,CD_I1018433,RIC,235900,DEF,DEF,0.1,43.8,26,CD_I1018433,9,,7,2.1,4.6,0.9,0,0,0,0,1,100,86,43.8,0.413,47.3,43.8,,43.8,,74,16,0.41,0,0,9,0,0,,93,58,0.54,0,5386,166,174,175,154,
Jhye Clark,CD_I1023537,GEE,237400,MID,MID,0.6,44,20,CD_I1023537,15,3,7,5.2,1.7,2.9,0,0,0.1,38,0,,56,44.1,0.579,52.8,39.6,53,44.1,,85,2,0.62,0,0,15,64,0,,69,86,1.04,0,5383,172,172,175,162,146
Hugo Ralphsmith,CD_I1011985,RIC,284400,MID,MID,0.3,52.8,23,CD_I1011985,18,,7.8,5.8,3.9,1.6,0,0,0.3,0,0,,89,52.8,0.279,52.8,61,47.5,52.8,,82,25,0.48,0,0,18,,,,,,,0,5386,150,153,175,125,157
Oleg Markov,CD_I298358,COL,253300,DEF,DEF,0.3,47,28,CD_I298358,12,,5.3,5.2,3.2,2.7,0,0,0.1,0,1,100,79,47,0.307,47,42,54,47,,74,23,0.47,0,0,12,0,0,,81,82,0.87,0,5389,158,165,176,156,133
Ben Paton,CD_I1004985,SYD,133400,DEF/FWD,DEF,3.3,24.7,26,CD_I1004985,4,3,3.8,3,1.3,1.3,0,0,0,3,0,,40,27.5,0.458,47,34,21,27.5,,47,13,0.56,0,0,4,,,,,,,-0.1,4851,197,192,176,168,182
Noah Long,CD_I1023496,WCE,235500,FWD,FWD,0.1,43.7,20,CD_I1023496,7,,5.7,4.3,3,1.7,0,0,0.3,1,0,,77,48.6,0.257,48.6,48.6,,48.6,,74,36,0.51,0,0,7,11,0,,81,45,0.44,0,4846,166,154,176,144,
Caiden Cleary,CD_I1024057,SYD,124100,FWD,FWD,0.9,23,19,CD_I1024057,5,3,3.6,3,1,1.2,0,0,0.4,5,0,,46,28.8,0.685,48.5,,28.8,28.8,,62,3,0.5,0,0,5,,,,,,,0,4309,224,210,177,,195
Zaine Cordy,CD_I991939,STK,251200,DEF,DEF,0.1,46.6,28,CD_I991939,8,,4.5,3.6,3,1.8,0,0,0.1,0,0,,88,46.6,0.368,46.6,51.3,14,46.6,,70,14,0.43,0,0,8,0,0,,2,0,0,0,5391,159,166,178,143,183
Sam Wicks,CD_I1006232,SYD,241500,FWD,FWD,0.1,44.8,25,CD_I1006232,16,2,4.5,5.1,1.8,2,0,0,0.6,0,0,,70,44.8,0.476,48.1,48.2,40.4,44.8,,80,7,0.52,0,0,16,0,0,,81,54,0.58,0,5391,159,165,178,146,170
Tyler Brockman,CD_I1013511,WCE,226800,FWD,FWD,0.1,42.1,22,CD_I1013511,10,1,3.8,4.6,1.9,2.2,0,0,0.1,8,0,,62,42.1,0.364,48.1,45.5,37,42.1,,64,22,0.55,0,0,10,,,,,,,0,5387,171,176,178,154,180
Hugh Bond,CD_I1023534,ADE,225200,DEF,DEF,0.1,41.8,20,CD_I1023534,7,,3.1,4.7,1.3,3.9,0,0,0,7,0,,89,46.4,0.255,46.4,,46.4,46.4,,65,25,0.41,0,0,7,,,,,,,0,4853,170,167,179,,158
Kamdyn McIntosh,CD_I294592,RIC,247600,MID,MID,0.8,45.9,30,CD_I294592,22,4,7.9,3.7,3.5,1.6,0,0,0.3,0,0,,73,46,0.47,50.4,41.6,50.3,46,,92,15,0.51,0,0,21,0,1,100,81,66,0.7,0,5383,165,166,179,160,151
Joe Fonti,CD_I1032629,GWS,160600,DEF,DEF,0.3,29.8,20,CD_I1032629,4,1,4.5,7.8,2,1.5,0,0,0,0,0,,62,37.3,0.504,46.3,,37.3,37.3,,61,10,0.48,0,0,4,,,,,,,0,4306,187,187,180,,171
Ned Long,CD_I1017124,COL,200900,MID,MID,0.3,37.3,22,CD_I1017124,7,2,4.4,4,1.4,5.3,0.1,2,0.3,32,0,,57,41.4,0.385,47.8,,41.4,41.4,,69,25,0.57,0,0,7,,,,,,,0,4853,177,177,180,,172
Jaxon Prior,CD_I1009386,ESS,169200,DEF,DEF,1.1,31.4,23,CD_I1009386,4,1,7.5,1.8,4.5,1.3,0,0,0,0,0,,60,39.3,0.542,46,31,42,39.3,,75,19,0.53,0,0,4,,,,,,,0.1,4305,184,183,181,169,166
Connor O'Sullivan,CD_I1027877,GEE,148700,DEF,DEF,3.3,27.6,19,CD_I1027877,1,,3,8,3,1,0,0,0,0,0,,87,46,0,46,46,,46,,46,46,0.42,0,0,1,,,,,,,0.5,3233,191,169,181,151,
Ryan Maric,CD_I1029416,WCE,223800,FWD/MID,MID,3.1,41.5,20,CD_I1029416,19,5,5.6,4.1,3.2,1.3,0,0,0.4,0,0,,65,41.5,0.506,46.7,38.7,44.7,41.5,,91,3,0.51,0,0,18,0,0,,85,22,0.21,-0.1,5393,175,176,181,164,166
Max Ramsden,CD_I1027965,HAW,128200,FWD,FWD,0.7,23.8,21,CD_I1027965,3,1,2.3,3.3,2.3,2,3.7,19,0.3,13,0,,65,34,0.803,48,34,,34,,71,6,0.43,0,0,3,30,0,,25,7,0.23,-0.1,3771,220,203,181,185,
Mitch Knevitt,CD_I1021103,GEE,149800,MID,MID,16.2,27.8,22,CD_I1021103,4,1,4.5,2.3,3.3,2.5,0,0,0.5,3,0,,53,34.8,0.828,46.3,0,46.3,34.8,,80,0,0.53,0,0,4,,,,,,,1.7,4305,196,180,182,180,161
Toby McMullin,CD_I1027971,GWS,235800,FWD,FWD,0,43.7,20,CD_I1027971,14,5,4.5,4.2,1.6,2.7,0,0,0.4,3,0,,57,42.3,0.485,47.3,48.5,42.9,43.8,23,67,3,0.58,0,0,14,4,0,,44,33,0.61,0,5384,165,169,182,145,163
Nick Coffield,CD_I1005717,WBD,218200,DEF,DEF,0.5,40.5,25,CD_I1005717,8,,7.3,2.6,4.3,0.8,0,0,0,0,0,,68,40.5,0.415,45.9,26,45.3,40.5,,60,3,0.48,0,0,8,0,0,,82,51,0.5,0,5388,171,181,183,175,161
Harvey Gallagher,CD_I1017087,WBD,248400,MID,MID,0.3,46.1,21,CD_I1017087,20,,8.2,4.2,2.7,3.1,0,0,0.5,15,0,,74,45.4,0.395,46.1,47.5,43.7,46.1,32,89,18,0.49,0,0,20,0,0,,81,46,0.46,0,5388,164,165,183,150,167
Oisin Mullin,CD_I1024982,GEE,212300,DEF,DEF,0.3,39.4,25,CD_I1024982,12,2,4.8,4.8,1.9,2.7,0,0,0,8,0,,74,41.6,0.364,45.5,41.8,35.8,39.4,52.5,71,19,0.44,0,0,12,0,0,,46,20,0.36,0,5388,173,182,184,158,174
Campbell Chesser,CD_I1017057,WCE,239200,MID,MID,0.3,44.4,21,CD_I1017057,18,1,5.9,4.8,1.9,1.7,0,0,0.3,1,0,,73,44.4,0.383,44.8,46.8,39.5,44.4,,86,17,0.49,0,0,18,25,0,,78,43,0.44,0,5387,169,170,184,152,173
Lloyd Johnston,CD_I1024666,GCS,226500,FWD,FWD,0,42,20,CD_I1024666,7,,6.1,3.6,3,2.1,0,0,0.4,0,0,,75,46.7,0.238,46.7,52.7,42.3,46.7,,68,28,0.49,0,0,7,,,,,,,0,4850,172,160,184,119,164
Jed Bews,CD_I293883,GEE,172200,DEF,DEF,0.5,31.9,31,CD_I293883,5,1,6.2,3.8,4,1.4,0,0,0,0,0,,77,41.6,0.232,44.3,,45.7,45.7,35.5,55,31,0.42,0,0,5,0,0,,84,31,0.31,0,3768,180,171,185,,160
Riley Hardeman,CD_I1023625,NTH,167200,DEF,DEF,0.3,31,19,CD_I1023625,3,,7,3,3,2,0,0,0,0,0,,74,44.3,0.123,44.3,44.3,,44.3,,50,37,0.47,0,0,3,,,,,,,0,3774,185,173,185,153,
Clay Hall,CD_I1024188,WCE,129500,MID,MID,1.1,24,19,CD_I1024188,3,1,5.7,3.3,2,0.7,0,0,0,3,0,,56,34.3,0.073,37,,34.3,34.3,,37,31,0.46,0,0,3,,,,,,,-0.1,3776,201,181,185,,176
Neil Erasmus,CD_I1020250,FRE,119900,FWD/MID,MID,48.3,22.2,21,CD_I1020250,4,3,3.3,4,1.8,1.8,0,0,0,14,0,,43,23,0.723,28,15,47,23,,47,2,0.43,0,0,4,4,0,,18,8,0.38,-0.1,5213,206,189,186,173,159
Caleb Mitchell,CD_I1024096,SYD,119900,MID,MID,0.4,22.2,20,CD_I1024096,2,1,3.5,1.5,1.5,0,0,0,0,0,0,,40,14,1,28,14,,14,,28,0,0.3,0,0,2,0,0,,48,16,0.29,0,8564,206,193,186,175,
Dan Butler,CD_I992374,STK,216500,FWD,FWD,0.4,40.2,28,CD_I992374,16,2,5,3.2,2.3,3.5,0,0,0.8,0,0,,68,40.2,0.442,46.5,22,48.5,40.2,,69,9,0.49,0,0,16,,,,,,,0,5386,177,182,186,199,141
Taj Woewodin,CD_I1018425,MEL,152600,DEF,DEF,1.8,28.3,21,CD_I1018425,16,10,4.3,3.1,2.6,1.6,0,0,0.1,0,0,,46,28.3,0.633,43.6,28.7,27.7,28.3,,57,4,0.49,0,0,16,,,,,,,0,5392,189,191,187,172,178
Daniel Turner,CD_I1020959,MEL,234600,FWD,FWD,0.1,43.5,23,CD_I1020959,15,2,5.3,2.6,3.9,0.9,0.1,3,1.1,0,0,,69,43.5,0.607,46.3,39,45.2,43.5,,101,5,0.51,1,0,14,,,,,,,0,5393,168,172,187,173,157
Kaleb Smith,CD_I1022999,RIC,121200,DEF,DEF,9.5,22.5,20,CD_I1022999,4,2,4.8,1.8,2.3,0.3,0,0,0.3,0,1,100,46,25,0.834,43.5,5,31.7,25,,57,5,0.43,0,0,4,,,,,,,0.1,4848,199,195,188,179,175
Deven Robertson,CD_I1009385,BRL,121200,FWD/MID,MID,7.9,22.5,23,CD_I1009385,2,,3,5,0.5,2,0,0,0,17,0,,70,25,0.04,25,25,,25,,26,24,0.27,0,0,2,,,,,,,0,4848,204,186,188,169,
Patrick Voss,CD_I1017754,FRE,223800,FWD,FWD,0.1,41.5,21,CD_I1017754,7,,4.6,3.4,3.4,1.4,0.4,3,1,2,0,,87,46.1,0.229,46.1,44.3,47.5,46.1,,59,27,0.43,0,0,7,0,0,,86,75,0.75,0,4855,174,162,188,156,145
Josh Goater,CD_I1017118,NTH,151400,DEF,DEF,0.7,28.1,21,CD_I1017118,1,,7,3,2,1,0,0,0,0,0,,73,42,0,42,42,,42,,42,42,0.45,0,0,1,0,0,,74,81,0.91,0,3605,190,179,189,156,
Angus Hastie,CD_I1027872,STK,119900,MID,MID,0.9,22.2,19,CD_I1027872,5,3,2.4,2.6,1.2,0.6,0,0,0.2,0,0,,31,20.4,0.724,12,20.4,,20.4,,45,1,0.54,0,0,5,,,,,,,0,5877,206,191,189,172,
Ollie Lord,CD_I1012881,PTA,204500,FWD,FWD,0.3,37.9,23,CD_I1012881,6,,3.8,1.7,2.3,1.5,0.2,3,1,3,0,,70,42.2,0.224,45.8,,42.2,42.2,,51,24,0.49,0,0,6,0,0,,38,29,0.65,0,4846,185,175,189,,165
Miller Bergman,CD_I1017095,NTH,137900,DEF,DEF,0.3,25.6,22,CD_I1017095,3,1,5.3,2,3,0.7,0,0,0,0,0,,45,32,0.376,41,40,28,32,,41,15,0.56,0,0,3,,,,,,,0,4309,195,189,190,161,177
Henry Smith,CD_I1016189,BRL,169200,FWD,FWD,0.1,31.4,22,CD_I1016189,4,,3.3,4.5,1.5,2.3,6.3,15,0,13,0,,59,39.3,0.398,45.7,,39.3,39.3,,63,20,0.55,0,0,4,29,0,,27,21,0.68,0,4305,197,187,190,,174
Seamus Mitchell,CD_I1018016,HAW,202100,DEF,DEF,0.4,37.5,22,CD_I1018016,10,,4.8,3.8,2.6,1.8,0,0,0,0,2,100,76,37.5,0.383,37.5,39.6,29,37.5,,61,18,0.4,0,0,10,,,,,,,0,5389,175,186,191,162,176
Brynn Teakle,CD_I1007591,NTH,244400,FWD,FWD,0,45.3,25,CD_I1007591,11,,4.1,3.2,2.5,0.9,5.2,16,0.8,15,0,,69,45.4,0.471,45.4,,45.4,45.4,,80,16,0.51,0,0,11,,,,,,,0,5383,158,164,191,,155
Harvey Johnston,CD_I1027969,WCE,148700,DEF,DEF,1,27.6,19,CD_I1027969,6,2,4.3,4.2,2.2,0.5,0,0,0,0,0,,66,30.7,0.434,34.6,15,38.5,30.7,,48,11,0.37,0,0,6,,,,,,,0,4844,191,190,192,177,170
Corey Durdin,CD_I1008510,CAR,208900,FWD,FWD,0.1,38.8,22,CD_I1008510,14,3,3.1,2.8,1.5,1.8,0,0,0.5,1,0,,58,38.4,0.573,45.3,40.2,35.5,38.8,33,92,6,0.52,0,0,13,,,,,,,0,5384,184,192,192,167,182
Hugh Davies,CD_I1022927,FRE,119900,DEF,DEF,0.4,22.2,20,CD_I1022927,2,,2,2,1.5,1.5,0,0,0,0,0,,77,27,0.222,27,,27,27,,33,21,0.29,0,0,2,,,,,,,0,4441,201,193,193,,179
Oscar McDonald,CD_I992472,FRE,119900,DEF,DEF,0.5,22.2,28,CD_I992472,1,,8,2,3,1,0,0,0,0,0,,58,27,0,27,27,,27,,27,27,0.34,0,0,1,0,0,,89,70,0.67,0,4441,201,193,193,174,
Jake Rogers,CD_I1018123,GCS,210100,FWD,FWD,0.2,39,19,CD_I1018123,9,2,3.7,5.6,1.1,2.7,0,0,0.2,3,0,,66,39,0.634,44.9,45.2,31.3,39,,98,15,0.47,0,0,8,,,,,,,0,5387,182,190,193,155,191
Tyrell Dewar,CD_I1023142,WCE,166300,FWD,FWD,0.4,30.9,20,CD_I1023142,7,2,4.7,3,2.7,0.9,0,0,0.7,0,0,,57,34.3,0.598,44.8,14,49.5,34.3,,57,6,0.47,0,0,7,0,0,,40,19,0.38,0,4848,199,201,194,203,136
